conversation_id,turn_no,utterance,keyterm_answer
650,1,I'm looking for car insurance for my 2024 Tesla Model 3. What options do you have?,"The keyterm extracted are Car insurance, Tesla Model 3, coverage options"
650,3,What makes Tata AIG stand out?,The keyterm extracted are None (No motor insurance-related terms present)
650,5,Telematics-based monitoring? Tell me more about that.,The keyterm extracted are Telematics-based monitoring
650,7,"Okay, what's the premium looking like for comprehensive coverage with those features?","The keyterm extracted are Comprehensive coverage, Premium"
650,9,That sounds like a good deal. I'm interested.,The keyterm extracted are None
651,1,"Hi, I need insurance for my 2010 Honda Civic. What are my options?","The keyterm extracted are Motor insurance, 2010 Honda Civic, options"
651,3,"I am on a fixed income, so cost is a big factor, but I still want to be protected.","The keyterm extracted are Fixed income, Cost, Protection"
651,5,Exactly. What's the most affordable option that still provides decent coverage?,"The keyterm extracted are Affordable option, Decent coverage"
651,7,And how much would that cost me?,The keyterm extracted are Premiums
651,9,"Great, I'm in.",The keyterm extracted are None
652,1,"Hi, I'm looking for motor insurance for my bike, a 2022 Yamaha MT-07.","The keyterm extracted are Motor insurance, bike, Yamaha MT-07"
652,3,"I want good coverage, definitely. I don't ride it every day, but when I do, I want to know I'm protected.","The keyterm extracted are Good coverage, Protection, (Not specified)"
652,5,"Prompt claims settlement is important. What kind of coverage are we talking about, and how much will it cost?","The keyterm extracted are Prompt claims settlement, Coverage, Cost"
652,7,What's the price after the discount?,"The keyterm extracted are Premiums, Discounts"
652,9,Cashless repair network sounds convenient. I'm interested. Can you email me the details?,"The keyterm extracted are Cashless repair network, Email details"
653,1,I need car insurance for my new 2024 Tesla Model 3.,"The keyterm extracted are Car insurance, Tesla Model 3"
653,3,"I want the best possible coverage. It's a Tesla, after all, and I drive it every day.","The keyterm extracted are Best possible coverage, Tesla, Daily driving"
653,5,What does 'Zero Depreciation' mean exactly?,The keyterm extracted are Zero Depreciation
653,7,"Okay, that sounds good. How much is this going to cost me?",The keyterm extracted are Premiums
653,9,Telematics-based monitoring? Tell me more.,The keyterm extracted are Telematics-based monitoring
653,11,That's interesting. I like the idea of getting rewarded for safe driving. I value that. I am married and I have a family.,"The keyterm extracted are Safe driving reward, None"
654,1,I need to insure my 2010 Honda Accord.,"The keyterm extracted are Motor insurance, 2010 Honda Accord"
654,3,"I'm on a fixed income, so price is important, but I don't want to be completely exposed if something happens.","The keyterm extracted are Price, Fixed income, Exposure, Accident"
654,5,What's the most affordable option that still provides decent coverage?,"The keyterm extracted are Affordable option, Decent coverage"
654,7,How much more are we talking?,The keyterm extracted are Premiums
654,9,What if I have an accident and need help?,"The keyterm extracted are Accident, Help, None (no specific policy type, coverage option, add-on, premium, legal/regulatory term, or budget mentioned)"
655,1,"Hi, I'm looking to get insurance for my bike. It's a 2022 Royal Enfield Interceptor 650.","The keyterm extracted are motor insurance, bike, Royal Enfield Interceptor 650"
655,3,"Yeah, I mostly use it for weekend rides. What kind of coverage would you recommend?","The keyterm extracted are Weekend rides, Coverage"
655,5,What are some of the key features of a comprehensive policy?,"The keyterm extracted are Comprehensive policy, features, coverage options (e.g., accidental damage, theft, third-party liability)"
655,7,"Okay, that sounds good. Which company would you recommend?",The keyterm extracted are None
655,9,What would the premium be for a 2022 Royal Enfield Interceptor 650 with IFFCO Tokio?,"The keyterm extracted are Premium, 2022 Royal Enfield Interceptor 650, IFFCO Tokio"
655,11,That sounds pretty good. Can you email me the policy details?,The keyterm extracted are Policy details
656,1,I'm interested in getting insurance for my 2024 Tesla Model 3. What are my options?,"The keyterm extracted are Motor insurance, 2024 Tesla Model 3, options"
656,3,What does a comprehensive policy cover for an electric vehicle like the Model 3?,"The keyterm extracted are Comprehensive policy, Electric vehicle, Coverage, Model 3"
656,5,I'm also concerned about the charging cable being stolen. Is that covered?,"The keyterm extracted are Charging cable, Coverage"
656,7,What about roadside assistance specifically for electric vehicles?,"The keyterm extracted are Roadside assistance, EV roadside assistance"
656,9,Which insurance company offers this level of service?,The keyterm extracted are None
656,11,And what would be the premium for the 2024 Tesla Model 3?,"The keyterm extracted are Premium, 2024 Tesla Model 3"
656,13,"Okay, that sounds reasonable for the coverage provided. Can you send me a detailed quote?","The keyterm extracted are Detailed quote, Coverage provided"
657,1,I need to insure my car. It's a 2010 Honda Accord.,"The keyterm extracted are Car insurance, Honda Accord, (No specific terms related to insurance policy types, coverage options, claims, add-ons, premiums, bonuses, discounts, legal and regulatory terms, or budgets were mentioned in the input.)"
657,3,"I'm on a fixed income, so I'm looking for the most affordable option that still gives me decent protection.","The keyterm extracted are Affordable option, Decent protection"
657,5,What does that include?,The keyterm extracted are None
657,7,Is there anything else I should consider?,The keyterm extracted are None
657,9,How much would that cost?,The keyterm extracted are Premiums
657,11,What's the process for making a claim if I need to?,The keyterm extracted are Claim process
658,1,"I'm looking for insurance for my bike, a 2022 Royal Enfield Classic 350.","The keyterm extracted are Motor insurance, bike, Royal Enfield Classic 350"
658,3,What does it cover?,The keyterm extracted are Coverage options
658,5,And if something happens while I'm out riding?,"The keyterm extracted are Riding, Accidental damage, Third-party liability"
658,7,Sounds good. How much would it cost?,The keyterm extracted are Premiums
658,9,"Okay, thanks. I'll think about it.",The keyterm extracted are None
659,1,I need car insurance for my 2024 Tesla Model 3.,"The keyterm extracted are Car insurance, Tesla Model 3"
659,3,What makes it so good for EVs?,The keyterm extracted are None
659,5,That sounds expensive. What are the benefits of choosing Tata AIG?,"The keyterm extracted are Tata AIG (No specific insurance policy types, coverage options, claims, add-ons, premiums, bonuses, discounts, legal and regulatory terms, or budget mentioned in the input)"
659,7,And the cost?,The keyterm extracted are Premiums
659,9,"Okay, I'm interested. Send me the details.",The keyterm extracted are None
660,1,I need to insure my car. It's a 2018 Honda CRV.,"The keyterm extracted are Car insurance, 2018 Honda CRV"
660,3,What does that cover?,The keyterm extracted are None
660,5,Is the claims process difficult?,The keyterm extracted are Claims process
660,7,How much for the year?,The keyterm extracted are Premiums
660,9,"Ok, sounds good.",The keyterm extracted are None
661,1,I'm looking to get insurance for my new 2024 Tesla Model 3. What options do you have?,"The keyterm extracted are Motor insurance, 2024 Tesla Model 3, coverage options"
661,3,"Yes, definitely. I need to be able to get to work reliably.",The keyterm extracted are None
661,5,"Okay, that sounds good. What does that policy cover?",The keyterm extracted are Policy coverage (3 words)
661,7,What's the premium for that coverage?,The keyterm extracted are Premium
661,9,Are there any discounts available?,The keyterm extracted are Discounts
661,11,Telematics? Tell me more.,The keyterm extracted are Telematics
661,13,"Okay, that sounds interesting. Send me the details of both policies, please.","The keyterm extracted are Policies, Both, Details"
662,1,"Hi, I need insurance for my bike. It's a 2020 Royal Enfield Classic 350.","The keyterm extracted are motor insurance, bike, Royal Enfield Classic 350"
662,3,"Yeah, I'm on a tight budget.",The keyterm extracted are Budget (without quotes)
662,5,What does that cover?,The keyterm extracted are None
662,7,"Hmm, what if my bike gets stolen?",The keyterm extracted are Theft
662,9,How much is the third-party liability policy?,"The keyterm extracted are Third-party liability, policy"
662,11,"Okay, that's not too bad. What company is that with?",The keyterm extracted are None
662,13,"Okay, I'll think about it.",The keyterm extracted are None
663,1,I need to insure my 2022 Honda CRV. What are my options?,"The keyterm extracted are 2022 Honda CRV, Insurance options, Comprehensive, Third-party, Theft, Accidental damage, Add-ons (e.g., Zero Depreciation, roadside assistance), Premiums, Claims (e.g., claim process, claim settlement)"
663,3,"Yes, exactly. I don't want to deal with a lot of paperwork if something happens.",The keyterm extracted are None
663,5,What does the comprehensive policy cover?,"The keyterm extracted are Comprehensive policy, Coverage"
663,7,Does it include roadside assistance?,The keyterm extracted are Roadside assistance
663,9,What about claim settlements? Are they quick?,"The keyterm extracted are Claim settlements, Quick"
